MSA;0; كم تتقاضى لتطبيع صور الفيلم ؟;6;13
MSA;0; كلا منا يريد أن يحاسب على وجبته .;8;17
MSA;0; المكان كان على كرسي في البهو .;7;15
MSA;0; أريد قاموس جيب ، من فضلك .;7;15
MSA;0; لشخصين عند الساعة السابعة , الاسم وتاناب .;8;17
MSA;5; ساعتي . كانت ساعة سيكو رقمية .;7;15
MSA;0; يسعدنا أن نقدم لك الشراب الذي تريده متبوعاً بالغداء . دليل كامل بالمشروبات التي نقدمها على رحلتنا موجودة في دليل المعلومات الخاص بمجلتنا .;24;52
MSA;0; أين محل الهدايا ؟;4;9
MSA;0; أريد منبه ، من فضلك .;6;13
MSA;0; معظم اليابانيين يأكلون الأخطبوط والحبار .;6;13
MSA;0; هل يمكنني الحصول على تذكرتين درجة ثانية لشيكاغوا , من فضلك ؟;12;26
MSA;0; لقد ذهبت إلى نيويورك .;5;11
MSA;0; ما هو رقم الرحلة الجوية ؟;6;13
MSA;0; لعدة أيام قليلة .;4;9
MSA;0; الثاني من على اليسار .;5;11
MSA;0; هل هذا مكتب الاستقبال ؟ هل يوجد عيادة قريبة ؟;10;22
MSA;0; هل عشرة دولارات ستكون كافية للذهب بالتاكسي ؟;8;17
MSA;0; أنه ذو مذاق غريب .;5;11
MSA;0; نعم . انتظر , سوف احضر لك واحدة .;9;20
MSA;0; نصف زجاجة , من فضلك .;6;13
MSA;0; ليس تماماً . فقط شيء ما غير غالي الثمن .;10;22
MSA;0; هل تبحث عن شيء ما ؟;6;13
MSA;3; أربع ليالي .;3;7
MSA;0; أريد بعض الجوارب الرجالي .;5;11
MSA;0; هل تستطيع أن تخفض سعرها لوجود بعض البقع بها ؟;10;22
MSA;0; ارتطم بي شخص وبعد ذلك اكتشفت أن محفظتي قد سرقت .;11;24
MSA;0; أنا غير متأكد إذا كنت قد حزمت ملابس كافية لرحلة مدتها ثلاثة أيام .;14;30
MSA;0; حسناً ، أود أن أجرب النبيذ الأبيض .;8;17
MSA;0; إذا سأل أحد عني فأخبره بأني سوف أكون بالمقهى .;10;22
MSA;0; أنا متأكد أني وضعتها بالجيب الداخلي للمعطف .;8;17
MSA;0; هل ستدفع لي شركة الطيران لشراء بعض الاحتياجات الشخصية الأساسية ؟;11;24
MSA;0; أرغب في غرفة بحمام .;5;11
MSA;0; شخص ما فتح الطرد الخاص بي .;7;15
MSA;0; شركة الخطوط الجوية اليابانية ، طائرة رقم واحد اثنان ثلاثة .;11;24
MSA;0; أرغب في شراء شامبو .;5;11
MSA;0; هل بإمكانك أن تخبرين متى نصل إلى مجمع الخدمات العامة .;11;24
MSA;0; ـ أين أقرب محل جزارة ؟;6;13
MSA;0; نرغب في أن نقيم أربع ليالي بدءاً من أول أغسطس .;11;24
MSA;0; ما اسم هذه الوردة ؟;5;11
MSA;0; الخامس عشر من سبتمبر يوم احترام المسنين .;8;17
MSA;0; ليس هناك صابون في حجرتي .;6;13
MSA;0; هل يمكنك أن تغير الصياغة طبقاً لما قلته للتو ؟;10;22
MSA;0; لا أستطيع أن أفعل ذلك , لكني سوف أضعها في الحقيبة لك .;13;28
MSA;0; كم تستغرق حتى تصبح متاحة .;6;13
MSA;0; أين الاستعلامات الرياضية ؟;4;9
MSA;0; هذا المقاس ، الذي تسميه المقاس العادي ، سوف تجده هنا .;12;26
MSA;0; من أي مكان يمكنني أن أغير القطار الذي يوصلني إلى إدنبره ؟;12;26
MSA;0; أود أن أضع ذلك في صندوق ودائع آمن .;9;20
MSA;0; أين يمكنني تغير نقودي ؟;5;11
MSA;0; هل يمكننا ترك أشياءنا ما عدا الأشياء القيمة في الحافلة ؟;11;24
MSA;0; أتساءل عن هذه الرسوم الزائدة على فاتورتي .;8;17
MSA;0; أنا سوف أدفع خمسون دولاراً .;6;13
MSA;0; الآن أعرف . ماذا كان الخطأ . ؟;8;17
MSA;0; كم أوقية من العطر أستطيع الحصول عليه من غير رسوم ؟;11;24
MSA;0; فقط سياحة .;3;7
MSA;0; هذا جيد , من فضلك وقع عليهم . كيف تريدها ؟;11;24
MSA;0; أود الحصول على واحدة كبيرة .;6;13
MSA;1; أنا مصور حر .;4;9
MSA;0; يستطيع الصرافون أن يغيروا دولاراتك من أجل بقشيش الكازينو . هل نذهب ؟;13;28
MSA;0; سوف أحضر لك العرض الأسبوع القادم .;7;15
MSA;0; شكراُ لك . كم تكلفة هذا القفاز ؟;8;17
MSA;0; علىّ أن أذهب ، سأتصل بك لاحقاً .;8;17
MSA;0; أريد بعض الحفاضات التى يمكن التخلص منها بعد الاستعمال .;10;22
MSA;0; أين نشأت سمكات الفراش هذه ؟;6;13
MSA;0; هل لك أن تغيرهم إلى دولارات من فضلك ؟;9;20
MSA;0; نحن محظوظون جداً . لديهم واحدة مقاس أربعة فى متجر ألامونا .;12;26
MSA;0; هل هناك سيارة ليموزين ؟;5;11
MSA;0; أُفضلُ حجرة هادئة .;4;9
MSA;0; أريد مزيلا لطلاء الأظافر .;5;11
MSA;0; أريد بطارية .;3;7
MSA;0; هل أستطيع تأجير أداة للتنفس أثناء السباحة ؟;8;17
MSA;0; هل هذه الحقيبة مناسبة لكل حالات الطقس ؟;8;17
MSA;0; أريد كعكة محلاة من فضلك .;6;13
MSA;0; أريد تأجير سلاح آلى لمدة يومين .;7;15
MSA;0; لم أدرك الرحلة رقم عشرون المتجهة إلى سان فرانسيسكو .;10;22
MSA;0; كم سأدفع للوصول إلى المطار ؟;6;13
MSA;0; هذا جيد . متى هو ؟;6;13
MSA;2; كم عمر ابنتك ؟;4;9
MSA;0; هل يمكن أن تدلني على بعض الفنادق الرخيصة والنظيفة ؟;10;22
MSA;0; يمكننا ان نحجز لك غرفة مريحة في قلعة قديمة بالقرب من نادي جولف شهير .;15;33
MSA;0; ارشح ذلك لأنه مائة في المائة مصنوع من مكونات طبيعية .;11;24
MSA;0; هل من الممكن أن تخبرني أين أستطيع أن أحصل على تاكسي ؟;12;26
MSA;0; تذكرتين درجة ثانية من فضلك .;6;13
MSA;0; أود أن أرسل فاكس .;5;11
MSA;0; أريد مكواة سفر .;4;9
MSA;0; أيمكنني أن أقدم لك أي شيء ؟;7;15
MSA;0; أخشى أن أسأل ، لكن ماذا تعني ؟;8;17
MSA;0; أريد الشخص الذي يعد وثائق عادية في حجم ورقة الخطاب بدون الحاجة إلى طيهم .;15;33
MSA;0; أنا شديد الحساسية للقطط .;5;11
MSA;0; نعم , لا بد أن يكون عندك رخصة قيادة ، ولا بد أن تحصل على رخصة من لجنة التاكسي والليموزين .;21;46
MSA;0; استمر يا سيدي .;4;9
MSA;0; أود أن أحجز غرفة لهذه الليلة .;7;15
MSA;0; لا ، إنها لا تشمل الضريبة ومصاريف الخدمة .;9;20
MSA;0; هل تريد أن تذهب للتسوق معي بعد الظهر ؟;9;20
MSA;0; الآن ، مكالمتك ردت . تفضل من فضلك .;9;20
MSA;0; ما رقم البوابة ؟;4;9
MSA;0; ما التذكار الخاص بهاواي ؟;5;11
MSA;0; أيمكنني أن أذهب هناك بمترو الأنفاق ؟;7;15
MSA;0; أريد مجفف .;3;7
MSA;0; هل نذهب إلى أي مكان متحدثين مثل ذلك ؟;9;20
MSA;0; أنا من النرويج .;4;9
MSA;0; بالتأكيد . دعني أراها . أظن أن المرجان جرحك .;10;22
MSA;0; لقط للتأكيد ، إعطني رقم المسئول .;7;15
MSA;0; هل هناك طريق حر ؟;5;11
MSA;0; لماذا لم يأت إلى الحفلة أمس ؟;7;15
MSA;0; لقد كان هناك حادث مرور .;6;13
MSA;0; آسف , لقد اتصلت بالرقم الخطأ .;7;15
MSA;0; واحد هامبورجر بالجبن و عصير برتقال , من فضلك .;10;22
MSA;0; هل أستطيع أن الحصول علي تذكرتان للمسرحية الغنائية الجمعة القادمة .;11;24
MSA;0; راكب آخر هناك قال انهم يستطيعون أن يبدلوا مقاعدهم معك .;11;24
MSA;0; هل أستطيع تمديد إقامتي ؟;5;11
MSA;0; يا صاح , أتعرف أي مكان يستحق الرؤية قريبا من هنا ؟;12;26
MSA;0; هل من الممكن أن تخبرني عندما تعقروا علي الحقيبة الضائعة ؟;11;24
MSA;0; ما اسم هذه المحمية ؟;5;11
MSA;0; أصبت بسحجة .;3;7
MSA;0; هل من الممكن أن احصل علي بعض الفاكهة ؟;9;20
MSA;0; هل أستطيع تناول غذائي الآن ؟;6;13
MSA;0; أريد أن أستبدل تلك الدولارات .;6;13
MSA;0; أحتاج إلى تاكسي . أنا في ساوث ماين ، وليبرتي .;11;24
MSA;0; هذه ليست تفاحة ولكنها خوخة .;6;13
MSA;0; سوف أعطيك روشتة . خذها إلى الصيدلية .;8;17
MSA;0; نسافر جواً ثلاث مرات في الأسبوع ، أيام الثلاثاء والجمعة والسبت .;12;26
MSA;0; نعم لدينا هذا ، سوف نجهزها لك .;8;17
MSA;0; ل , ا أريد فقط الزيارة بدون ميعاد .;9;20
MSA;0; هل أنت أمريكي ؟;4;9
MSA;0; لقد تعطلت سيارتي .;4;9
MSA;0; أين مظلل العيون ؟;4;9
MSA;0; نريد ركناً هادئاً ، إن أمكن .;7;15
MSA;0; هل هذه السيارة الأجرة متاحة ؟;6;13
MSA;0; هل هذه محطة قطار سريع ؟;6;13
MSA;0; متى ينبغي أن آتي ؟;5;11
MSA;0; أريد دورقاً صغيراً من الخمر الأبيض .;7;15
MSA;0; آه . هل يمكنني الحصول على وجبتي فيما بعد ؟ أنا أشعر أنني لست على ما يرام الآن .;19;41
MSA;0; بالفعل لدي أخبار . أنا سأتزوج .;7;15
MSA;5; بنطلون أخر ؟;3;7
MSA;0; هل يمكنني الحصول على برنامج ؟;6;13
MSA;3; اقتحمت غرفتي الليلة الماضية .;5;11
MSA;0; أرني السمكة التي رأيتها اليوم في كتاب الصور ، من فضلك .;12;26
MSA;0; انظر التعليمات على علبة الطعام الفارغة .;7;15
MSA;0; أريد نقوداً ورقية .;4;9
MSA;0; أليس لديك دروس تجريبية ؟;5;11
MSA;0; أين يمكنني أن أشتري طوابع بريد ؟;7;15
MSA;0; أنا من بريطانيا العظمى .;5;11
MSA;0; علي أن أفحص ذلك مع زوجتي .;7;15
MSA;0; أريد أن أحصل على تعويض لذلك .;7;15
MSA;0; يوجد صندوق للهاتف أمام هذا المصرف .;7;15
MSA;0; سأصل في التاسع من مارس وأغادر في الرابع عشر .;10;22
MSA;0; هذا غال قليلاً ، ألا تعتقد ؟;7;15
MSA;0; هل لديك كعب ؟;4;9
MSA;0; أين المحطة النهائية للحافلة ؟;5;11
MSA;0; هل تريد بالحلويات ؟;4;9
MSA;0; هل تتحدث ؟;3;7
MSA;0; الشيء نفسه لي ، من فضلك .;7;15
MSA;0; طلبي لم يأت .;4;9
MSA;0; هناك الكثير من الينابيع الحارة .;6;13
MSA;0; من فضلك غير خمسين آلاف ين إلى دولارات أمريكية .;10;22
MSA;0; هذا حسن بالنسبة لي . في الواقع أحب أن أدخن .;11;24
MSA;0; أريد كوباً من الخمر الأحمر .;6;13
MSA;0; فقط إذا كانت ملكك ، سيدي . هاها ، مزحة صغيرة .;12;26
MSA;0; بالتأكيد . كيف يمكننا خدمتك ؟;6;13
MSA;0; تحقيق شخصية . آه ، هل جواز السفر ينفع ؟;10;22
MSA;0; رقم غرفتي هو ثلاثة ستة وعشرين . هل يمكن أن تأخذ الغسيل ؟;13;28
MSA;0; سأرى ما إذا كان أي منها يناسبني .;8;17
MSA;0; أريد غلاية .;3;7
MSA;0; أحضر لي بعض من الجبن المبشور .;7;15
MSA;0; هل يمكن أن أحصل على قمصاني نظيفة غداً صباحاً ؟;10;22
MSA;0; هل لك أن تطلب منه أن يعاود الاتصال بي ؟;10;22
MSA;0; لماذا إذاً ؟;3;7
MSA;0; عذراً . هل يوجد محل كتب قريب من هنا ؟;10;22
MSA;0; الحافلة هناك .;3;7
MSA;0; أريد لفتان من ISO مائة ، فيلم ملون ، ستة وثلاثين لقطة ، من فضلك .;16;35
MSA;0; أود أن أصرف هذا الشيك بسبعين دولاراً .;8;17
MSA;0; أود أن أشتري طوابع لعشرة بطاقات بريدية إلى اليابان ، من فضلك .;13;28
MSA;0; هل توجد مصارف بالقرب من المحطة ؟;7;15
MSA;0; أخشى أن يكون هناك خطأ في الفاتورة .;8;17
MSA;0; واحد شيزبرجر لكي أذهب ، من فضلك .;8;17
MSA;0; أجري .;2;4
MSA;0; هناك قطع في بلوزتي . أتساءل هل يمكنك أن تخيطيه لي ، من فضلك ؟;15;33
MSA;0; هل يمكن أن تقرضني سلك إمداد ؟;7;15
MSA;0; أين يمكنني أن أشتري حصيرة للشاطئ ؟;7;15
MSA;0; أعطني قطعة لحم الخنزير هذه ، ولكن ليس بسمك تلك .;11;24
MSA;0; سنأتي في السابعة .;4;9
MSA;0; عندما أرى الأسعار بهذا الرخص ، يبدو الأمر سخيفاً أن أشتري أي شيء في اليابان .;16;35
MSA;0; سرقت سجلاتي ، أيضاً .;5;11
MSA;0; مخروط من الأيس كريم الفانيليا ، من فضلك .;9;20
MSA;0; أوافق . يجب أن تصبح طبيعية جداً .;8;17
MSA;0; لاحظ الفجوة ، لاحظ الفجوة ، ثم قرب الأبواب ، من فضلك .;13;28
MSA;0; سأحتاج إلى بطاقة ائتمان .;5;11
MSA;0; من فضلك أعطني تقريراً عن الحادث .;7;15
MSA;0; لا ، أشكرك حالياً .;5;11
MSA;0; حسنا ، ابق على الخط . سيد/ ناكاجيما ، الآنسة/ سايتو يبدو أنها لا ترد على المكالمة . هل تريدني أن أتصل عليها فترة أطول ؟;26;57
MSA;0; يبدو أنها نادرة جداً .;5;11
MSA;0; أين بيان أمتعة الرحلة سبعة صفر ثلاثة ؟;8;17
MSA;0; شيء خطأ مع حقيبتك .;5;11
MSA;0; هل هذا سيفسد ؟;4;9
MSA;0; لا ، شكراً . من الأفضل أن لا أشرب المزيد .;11;24
MSA;0; من فضلك أخبرني عن بعض الشوارع المناسبة للتسوق .;9;20
MSA;0; الآن ، هذه اللوحة خاصة جداً . رسمها تسوروتارو كاتاأوكا . إنه معروف بأنه فنان عالمي .;17;37
MSA;0; لدي تقدير كبير للموسيقى الكلاسيكية .;6;13
MSA;0; حسنا . ما هو اسم شريكك ورقمه ، من فضلك .;11;24
MSA;0; عذراً . دعني أخرج ، من فضلك .;8;17
MSA;0; هل يمكنك أن تستدعي موظفاً يتحدث اليابانية ؟;8;17
MSA;0; نزور أقاربنا كثيراً إلى حد ما .;7;15
MSA;0; ميكي هاياكاوا . هذه غرفة سبعة صفر اثنين .;9;20
MSA;0; علي أن أمكث هنا الليلة ، أليس كذلك ؟ هل يمكنك مساعدتي حجز غرفة بفندق ؟;16;35
MSA;0; يجب أن لا تكون طويلة . خمسة عشر دقيقة في الأغلب .;12;26
MSA;0; هل يمكنك أن تخبرني بقيمة هذه المكالمة ؟;8;17
MSA;0; حسنا ، هل يمكنك أن تخبرها أنني اتصلت ، من فضلك ؟ سأتصل بها مرة أخرى فيما بعد .;19;41
MSA;0; هل توجد أية جولة صباحية ؟;6;13
MSA;0; هل تغير عملات أجنبية ؟;5;11
MSA;0; أن يمكنني أن أشتري لفة من الفيلم ؟;8;17
MSA;0; هل لديك بيرة يابانية ؟;5;11
MSA;0; أريد تسجيل أمتعتي .;4;9
MSA;0; هذه السيدة كاوازو في غرفة رقم ستة عشر أحدى عشر .;11;24
MSA;0; مرحباً بك .;3;7
MSA;0; أيهما أكثر أهمية للشعب الياباني , عيد رأس السنة أم عيد الكريسماس ؟;13;28
MSA;0; لحظة من فضلك .;4;9
MSA;5; من فضلك أكمل البيانات الناقصة في التقرير .;8;17
MSA;0; منذ أمس .;3;7
MSA;0; تشمل تأمين ضد التصادم والدين .;6;13
MSA;0; هل لديكم دبابيس زينة ذات تصميمات رائعة ؟;8;17
MSA;0; إنني أتصل من كشك عمومي في ماسي .;8;17
MSA;0; كم أجر الانتظار في الساعة ؟;6;13
MSA;0; سيداتي سادتي ، لدينا على متن رحلتنا اليوم مضيفين يتحدثون اليابانية يمكن التعرف عليهم من خلال الشارة التي يلبسونه . إذا كنت تعرف أي شخص يريد مساعدة في الترجمة ، من فضلك دعنا نعرف .;35;76
MSA;0; هل توجد أي حقبة معينة للفن تفضلها ؟;8;17
MSA;0; من فضلك تحقق منها مرة أخرى .;7;15
MSA;0; سر في خط مستقيم على طول النهر حوالي نصف ميل . ستصل للمتنزه .;14;30
MSA;0; حسناً ، سأرسلها لك إلى لاس فيجاس .;8;17
MSA;0; أبحث عن قميص للجري .;5;11
MSA;0; هل تود شرب شيئاً من الحانة ؟;7;15
MSA;0; من الأفضل أن تستقل قطار الثامنة والنصف .;8;17
MSA;0; الآن موسم جمع المحار ، لذلك سيكونون في حالة جيدة .;11;24
MSA;0; أريد ساعة مستعملة .;4;9
MSA;0; سأقوم بتسجيل الدخول في تمام الساعة الثامنة مساءاً تقريباً .;10;22
MSA;0; الوقت يتأخر . يجب أن أرحل .;7;15
MSA;0; لم أستخدم خدمة الغسيل عندكم . أيمكنك التحقق مرة أخرى ؟;11;24
MSA;0; أريد شاي من فضلك .;5;11
MSA;0; كلاً ، لا يوجد .;5;11
MSA;0; هل هذه هي آخر محطة ؟;6;13
MSA;0; لنتصل به .;3;7
MSA;0; هل هذا المتبل حار ؟;5;11
MSA;0; أين يمكنني أن أستقل حافلة لمشاهدة المعالم ؟;8;17
MSA;0; أجل ، أريد مشاهدة معالم المدينة .;7;15
MSA;4; شكراً على كرم ضيافتك .;5;11
MSA;0; الأمانة هي السياسة المثلى .;5;11
MSA;0; هل لك أن توقظني في تمام السادسة من فضلك ؟;10;22
MSA;0; كم السعر لنصف يوم ؟;5;11
MSA;4; أنا كينجي .;3;7
MSA;0; هل تعرف أي أماكن جيدة لمشاهدتها في شيكاجو ؟;9;20
MSA;0; حسناً ، في حالة إصرار كليكما , سأذهب معكما .;10;22
MSA;0; أريد القيام بحجز للساعة الثالثة والنصف ظهراُ .;8;17
MSA;0; خزينة الودائع , من فضلك .;6;13
MSA;0; من فضلك أحضر نبيذاً مناسباُ .;6;13
MSA;0; هل مطلوب منى دفع ثمن الغاز ؟;7;15
MSA;0; لص . أمسكوا به .;5;11
MSA;0; من فضلك أعطني بعض النقود الفكة .;7;15
MSA;0; إنها صغيرة الجسم وذكية .;5;11
MSA;0; مقلي من فضلك .;4;9
MSA;0; غسيلي لم يرجع حتى الآن .;6;13
MSA;0; على فكرة , هل أنت غير مشغول السبت القادم ؟;10;22
MSA;0; حسناً ، إذن , ربما سننسجم مع بعضنا .;9;20
MSA;0; إنها عاملتني كما لو كنت متسولاُ .;7;15
MSA;0; أفهم . هل يمكنك مساعدتي في هذا المشكلة الأخرى أيضاُ ؟;11;24
MSA;0; هل يمكنك وضع عدسات نظر في هذا النظارة الشمسية ؟;10;22
MSA;0; يا لها من كلاب ذكية . من أي فصيلة ؟;10;22
MSA;0; وقعت منى الشوكة . من فضلك أحضر واحدة أخرى .;10;22
MSA;0; كان هذا ممتعاً .;4;9
MSA;0; بالتأكيد . سر في خط مستقيم ثم اتجه يميناُ عند الناصية الثالثة . ستجده على يمينك .;17;37
MSA;0; أتعرف كاثي ؟ إنه عيد ميلادها .;7;15
MSA;0; هل لديك لوحة موضوع عليها الألوان ؟;7;15
MSA;0; لكن ، هو , يا رجل كيف أعرف أنه الشيء الحقيقة ؟;12;26
MSA;0; هل يمكنني شرائها معفاة من الضرائب ؟;7;15
MSA;0; لا يمكنني وضع الأمتعة تحت المقعد . هل لك أن تحتفظ بها لأجلي من فضلك ؟;16;35
MSA;0; هل يمكن أن تضع حقيبة السفر هذه في صندوق السيارة .;11;24
MSA;0; أنا خارج الآن . لذلك سآخذها .;7;15
MSA;0; من فضلك أرسل أحداً للطابق العلوي ليأخذ حقائبي الساعة السادسة والنصف .;12;26
MSA;0; ما نوع الخبز لديكم ؟;5;11
MSA;0; أين المصعد ؟;3;7
MSA;0; هل يوجد أحد يستطيع العزف على البيانو ؟;8;17
MSA;0; شكراً . لكنني لا أعتقد أن عندي وقت للإقامة لمدة ليلتين . هل يمكنك حجز غرفة بسريرين لي في ذلك الفندق ليلة الثاني عشر من مارس فقط ؟;28;61
MSA;0; لم نقرر بعد .;4;9
MSA;0; تعثر صديقي والتوي كاحله .;5;11
MSA;0; سأجرب بعضاً من الشراب المثلج .;6;13
MSA;0; هل يوجد مطعم تايلاندي قريب من هنا ؟;8;17
MSA;0; إنها بجور ذلك المبنى المرتفع . لذلك ارجع في نفس الطريق الذي أتيت منه حتى إشارة المرور . ثم اتجه يساراً .;22;48
MSA;0; علي أن ألحق طائرة متجهة للوس أنجليس باكر صباح غد .;11;24
MSA;0; إذاً يمكنني بكل ثقة أن أزكي برج مدينة سان فرانسيسكو . فهذا يعطيك فكره عن سان فرانسيسكو .;18;39
MSA;0; أريد الحصول على تأمين .;5;11
MSA;0; تريد أن تشتري ثوبا .;5;11
MSA;0; كم أجرة التاكسي حتى هذا الفندق ؟;7;15
MSA;0; أين الحمام ؟;3;7
MSA;0; هل يكلفني دخول هذا المبنى أي أموال ؟;8;17
MSA;0; قم بها بطريقتك .;4;9
MSA;0; النافذة محشورة .;3;7
MSA;0; نصف أوقية من شانيل رقم خمسة من فضلك .;9;20
MSA;0; ما رأيك في بعض القهوة ؟;6;13
MSA;0; هل أنا بحاجة إلى تذكرة ؟;6;13
MSA;0; ما هي تكلفة الخدمة تقريبا ؟;6;13
MSA;0; كم المدة التي يستغرقها من هنا ؟;7;15
MSA;2; كريمة وسكر ؟;3;7
MSA;0; هل ثمة تخفيضات للأعضاء المشاركين ؟;6;13
MSA;0; هل هناك قطار فائق السرعة في التاسعة والنصف ؟;9;20
MSA;0; دعني افحص سائل الفرامل والمحرك . يبدو أن محرك سيارتك قد أوشك علي التوقف .;15;33
MSA;0; لم يكن خطئي .;4;9
MSA;0; لا كهرباء .;3;7
MSA;0; سوف أبلغ الشرطة بذلك .;5;11
MSA;0; هل سيحاسب كل واحد منا على مشروباته منفردا ؟;9;20
MSA;0; في أي مكان من ثلاثين حتى خمسين دولارا لليلة .;10;22
MSA;0; من فضلك ، اصلح هذه .;6;13
MSA;0; في أيام السنة الجديدة . وفي مناسبات خاصة مثل حفلات الزواج ومراسم منح الجوائز أو في العزاء .;18;39
MSA;0; لماذا لا تعطيها هدية ؟;5;11
MSA;0; لقد انتقدتني ضمنا .;4;9
MSA;0; يمكن أن أحضر في الساعة الثانية .;7;15
MSA;0; هل هذه هي حقائب الرحلة جال صفر واحد ؟;9;20
MSA;0; هذه هي رحلتي الأولى إلى باريس .;7;15
MSA;0; هل لك أن تقدر التكلفة قبل أن تبدأ العمل فيها ؟;11;24
MSA;5; تعالى ، من فضلك .;5;11
MSA;0; متي سنستقل القارب ؟;4;9
MSA;0; ليس لدينا حقيبة لمثل هذه الكمية ولذلك سأضعها في هذه الحقيبة البلاستيكية الكبيرة .;14;30
MSA;0; أود لعب التنس .;4;9
MSA;0; يوجد عصير أناناس وبرتقال وطماطم .;6;13
MSA;0; الجانب الأيسر من هذه الدور بجوار المصعد .;8;17
MSA;0; ما رأيك في مشاهدة فيلم آخر ؟;7;15
MSA;0; من فضلك ، بدلي شيك المسافرين إلي نقود .;9;20
MSA;0; ربما أعطيك إجابة أفضل من تلك بعد عرضين .;9;20
MSA;0; ما هي المسرحيات الموسيقية المعروضة حاليا ؟;7;15
MSA;0; هل لديك مرآة ؟;4;9
MSA;0; سوف آخذ هذه ، من فضلك .;7;15
MSA;0; لا يمكنك جلب الألعاب النارية إلى كندا .;8;17
MSA;0; ما أروع زوجتك من طاهية .;6;13
MSA;0; هل تريد أي مساعدة ؟;5;11
MSA;0; هلا حجزت لي تاكسي الساعة السادسة صباح غد , من فضلك ؟;12;26
MSA;0; ماذا تفضل مع طبقك الرئيسي .;6;13
MSA;0; هذا المكان مكتظ بالناسب ، أليس كذلك ؟;8;17
MSA;0; عفواً . ستكون جاهزة في غضون خمس دقائق .;9;20
MSA;0; عانيت من ألم في الرقبة أثناء نومي ؟;8;17
MSA;0; نعم ، لا توجد مشكلة . هل من الممكن أن أرى جواز سفرك ؟;14;30
MSA;0; متى يتعين علي أن أكون في المحطة ؟;8;17
MSA;0; هناك مطاعم كثيرة قريبة من هنا .;7;15
MSA;0; بجوار حجرة الإيداع .;4;9
MSA;0; إنه لمن دواعي السرور أن أتحدث معك .;8;17
MSA;0; لقد تمتعت بإقامتي . شكراً لك .;7;15
MSA;0; الشاطئ أسفل يمينا . ياله من منظر رائع .;9;20
MSA;0; شكراً لك على الانتظار ، يا أستاذه مكجوير . هاك هو . امض من فضلك .;16;35
MSA;0; هل لديك أي صورة لبطاقة هوية ؟;7;15
MSA;0; سبعاً ، من فضلك .;5;11
MSA;0; أريد أن أرسل هذا إلى المغسلة . متى ستكون جاهزة ؟;11;24
MSA;0; لقد خلعت البنطلون .;4;9
MSA;0; نعم . تم نقل أمتعة شخص آخر إلى غرفتي تواً . من فضلك ، هل من الممكن أن تقوم بفحصها ؟;21;46
MSA;0; هل من الممكن أن تفصل أكثر ؟;7;15
MSA;0; هل استرحت في نومك ؟;5;11
MSA;0; هلا ضغطت على زر مصراع النافذة ؟;7;15
MSA;5; مفتاحين من فضلك ؟;4;9
MSA;2; في نهاية الممر .;4;9
MSA;0; هل سنذهب بالحافلة ؟;4;9
MSA;0; هل قلت إنك ستغادر إلى طوكيو غدا ؟;8;17
MSA;0; يجب أن أنتقل إلى عربة مكيفة واحد صفر صفر . هل هذا ممكن ؟;14;30
